TEXT_BASE 0x0
main, 0x10948: lui	a5,0x75
strtok_r, 0x2539e: ret
main, 0x10adc: sd	a0,-136(s0)
main, 0x10ae0: ld	a5,-136(s0)
main, 0x10ae4: beqz	a5,0x10af8 <main+470>
main, 0x10ae6: lw	a5,-148(s0)
main, 0x10aea: mv	a4,a5
main, 0x10aec: lw	a5,-156(s0)
main, 0x10af0: sext.w	a4,a4
main, 0x10af2: sext.w	a5,a5
main, 0x10af4: blt	a4,a5,0x10a98 <main+374>
main, 0x10a98: ld	a5,-136(s0)
main, 0x10a9c: lbu	a5,0(a5)
main, 0x10aa0: mv	a4,a5
main, 0x10aa2: li	a5,32
main, 0x10aa6: beq	a4,a5,0x10a8e <main+364>
main, 0x10a8e: ld	a5,-136(s0)
main, 0x10a92: addi	a5,a5,1
main, 0x10a94: sd	a5,-136(s0)
main, 0x10a98: ld	a5,-136(s0)
main, 0x10a9c: lbu	a5,0(a5)
main, 0x10aa0: mv	a4,a5
main, 0x10aa2: li	a5,32
main, 0x10aa6: beq	a4,a5,0x10a8e <main+364>
main, 0x10aaa: lw	s1,-148(s0)
main, 0x10aae: addiw	a5,s1,1
main, 0x10ab2: sw	a5,-148(s0)
main, 0x10ab6: ld	a0,-136(s0)
[CALL] main -> <atoi>
main, 0x10aba: jal	ra,0x147a6 <atoi>
atoi, 0x147a6: addi	sp,sp,-16
atoi, 0x147a8: li	a2,10
atoi, 0x147aa: li	a1,0
atoi, 0x147ac: sd	ra,8(sp)
[CALL] atoi -> <strtoq>
atoi, 0x147ae: jal	ra,0x15058 <strtoq>
strtoq, 0x15058: auipc	a5,0x63
strtoq, 0x1505c: ld	a5,640(a5)
strtoq, 0x15060: li	a3,0
strtoq, 0x15062: add	a5,a5,tp
strtoq, 0x15064: ld	a4,0(a5)
strtoq, 0x15066: j	0x15086 <____strtoll_l_internal>
____strtoll_l_internal, 0x15086: addi	sp,sp,-80
____strtoll_l_internal, 0x15088: sd	s3,40(sp)
____strtoll_l_internal, 0x1508a: sd	s4,32(sp)
____strtoll_l_internal, 0x1508c: sd	s5,24(sp)
____strtoll_l_internal, 0x1508e: sd	s7,8(sp)
____strtoll_l_internal, 0x15090: sd	ra,72(sp)
____strtoll_l_internal, 0x15092: sd	s0,64(sp)
____strtoll_l_internal, 0x15094: sd	s1,56(sp)
____strtoll_l_internal, 0x15096: sd	s2,48(sp)
____strtoll_l_internal, 0x15098: sd	s6,16(sp)
____strtoll_l_internal, 0x1509a: ld	a5,8(a4)
____strtoll_l_internal, 0x1509c: mv	s4,a0
____strtoll_l_internal, 0x1509e: mv	s5,a1
____strtoll_l_internal, 0x150a0: li	s7,0
____strtoll_l_internal, 0x150a2: li	s3,0
____strtoll_l_internal, 0x150a4: bnez	a3,0x1529e <____strtoll_l_internal+536>
____strtoll_l_internal, 0x150a8: li	a5,1
____strtoll_l_internal, 0x150aa: beq	a2,a5,0x151b0 <____strtoll_l_internal+298>
____strtoll_l_internal, 0x150ae: li	a5,36
____strtoll_l_internal, 0x150b2: bltu	a5,a2,0x151b0 <____strtoll_l_internal+298>
____strtoll_l_internal, 0x150b6: lbu	a1,0(s4)
____strtoll_l_internal, 0x150ba: ld	a4,104(a4)
____strtoll_l_internal, 0x150bc: lui	a3,0x2
____strtoll_l_internal, 0x150be: slli	a5,a1,0x1
____strtoll_l_internal, 0x150c2: add	a5,a5,a4
____strtoll_l_internal, 0x150c4: lhu	a5,0(a5)
____strtoll_l_internal, 0x150c8: mv	s1,s4
____strtoll_l_internal, 0x150ca: lui	a0,0x2
____strtoll_l_internal, 0x150cc: and	a5,a5,a3
____strtoll_l_internal, 0x150ce: beqz	a5,0x150e4 <____strtoll_l_internal+94>
____strtoll_l_internal, 0x150e4: beqz	a1,0x152f4 <____strtoll_l_internal+622>
____strtoll_l_internal, 0x150e8: li	a5,45
____strtoll_l_internal, 0x150ec: beq	a1,a5,0x15298 <____strtoll_l_internal+530>
____strtoll_l_internal, 0x15298: addi	s1,s1,1
____strtoll_l_internal, 0x1529a: li	s6,1
____strtoll_l_internal, 0x1529c: j	0x15100 <____strtoll_l_internal+122>
____strtoll_l_internal, 0x15100: lbu	s0,0(s1)
____strtoll_l_internal, 0x15104: li	a5,48
____strtoll_l_internal, 0x15108: beq	s0,a5,0x151d6 <____strtoll_l_internal+336>
____strtoll_l_internal, 0x1510c: bnez	a2,0x151fa <____strtoll_l_internal+372>
____strtoll_l_internal, 0x151fa: li	a5,10
____strtoll_l_internal, 0x151fc: beq	a2,a5,0x1510e <____strtoll_l_internal+136>
____strtoll_l_internal, 0x1510e: bnez	s7,0x152fe <____strtoll_l_internal+632>
____strtoll_l_internal, 0x15112: li	t5,5
____strtoll_l_internal, 0x15114: auipc	a7,0x3e
____strtoll_l_internal, 0x15118: ld	a7,-660(a7)
____strtoll_l_internal, 0x1511c: li	a2,10
____strtoll_l_internal, 0x1511e: beqz	s0,0x153da <____strtoll_l_internal+852>
____strtoll_l_internal, 0x15122: auipc	a5,0x61
____strtoll_l_internal, 0x15126: addi	a5,a5,-722
____strtoll_l_internal, 0x1512a: ld	a0,120(a5)
____strtoll_l_internal, 0x1512c: li	t3,0
____strtoll_l_internal, 0x1512e: li	s2,0
____strtoll_l_internal, 0x15130: ld	t4,104(a5)
____strtoll_l_internal, 0x15134: mv	a4,s1
____strtoll_l_internal, 0x15136: li	a6,0
____strtoll_l_internal, 0x15138: li	a1,0
____strtoll_l_internal, 0x1513a: li	t1,9
____strtoll_l_internal, 0x1513c: addi	t6,s2,-1
____strtoll_l_internal, 0x15140: addiw	a5,s0,-48
____strtoll_l_internal, 0x15144: zext.b	a5,a5
____strtoll_l_internal, 0x15148: bgeu	t1,a5,0x1516e <____strtoll_l_internal+232>
____strtoll_l_internal, 0x1516e: bge	a5,a2,0x1524e <____strtoll_l_internal+456>
____strtoll_l_internal, 0x15172: bltu	a7,a6,0x15222 <____strtoll_l_internal+412>
____strtoll_l_internal, 0x15176: beq	a7,a6,0x1521e <____strtoll_l_internal+408>
____strtoll_l_internal, 0x1517a: mul	a6,a2,a6
____strtoll_l_internal, 0x1517e: add	a6,a6,a5
____strtoll_l_internal, 0x15180: lbu	s0,1(a4)
____strtoll_l_internal, 0x15184: addi	a4,a4,1
____strtoll_l_internal, 0x15186: beqz	s0,0x1524e <____strtoll_l_internal+456>
____strtoll_l_internal, 0x15188: bne	a4,t3,0x15140 <____strtoll_l_internal+186>
____strtoll_l_internal, 0x15140: addiw	a5,s0,-48
____strtoll_l_internal, 0x15144: zext.b	a5,a5
____strtoll_l_internal, 0x15148: bgeu	t1,a5,0x1516e <____strtoll_l_internal+232>
____strtoll_l_internal, 0x1514c: bnez	s2,0x15226 <____strtoll_l_internal+416>
____strtoll_l_internal, 0x15150: slli	a5,s0,0x1
____strtoll_l_internal, 0x15154: add	a5,a5,t4
____strtoll_l_internal, 0x15156: lhu	a5,0(a5)
____strtoll_l_internal, 0x1515a: andi	a5,a5,1024
____strtoll_l_internal, 0x1515e: beqz	a5,0x1524e <____strtoll_l_internal+456>
____strtoll_l_internal, 0x1524e: bne	s1,a4,0x1518c <____strtoll_l_internal+262>
____strtoll_l_internal, 0x1518c: beqz	s5,0x15194 <____strtoll_l_internal+270>
____strtoll_l_internal, 0x15194: beqz	a1,0x15282 <____strtoll_l_internal+508>
____strtoll_l_internal, 0x15282: li	a5,-1
____strtoll_l_internal, 0x15284: srli	a5,a5,0x1
____strtoll_l_internal, 0x15286: add	a5,a5,s6
____strtoll_l_internal, 0x15288: bltu	a5,a6,0x15196 <____strtoll_l_internal+272>
____strtoll_l_internal, 0x1528c: neg	a0,a6
____strtoll_l_internal, 0x15290: bnez	s6,0x151c0 <____strtoll_l_internal+314>
____strtoll_l_internal, 0x151c0: ld	ra,72(sp)
____strtoll_l_internal, 0x151c2: ld	s0,64(sp)
____strtoll_l_internal, 0x151c4: ld	s1,56(sp)
____strtoll_l_internal, 0x151c6: ld	s2,48(sp)
____strtoll_l_internal, 0x151c8: ld	s3,40(sp)
____strtoll_l_internal, 0x151ca: ld	s4,32(sp)
____strtoll_l_internal, 0x151cc: ld	s5,24(sp)
____strtoll_l_internal, 0x151ce: ld	s6,16(sp)
____strtoll_l_internal, 0x151d0: ld	s7,8(sp)
____strtoll_l_internal, 0x151d2: addi	sp,sp,80
____strtoll_l_internal, 0x151d4: ret
atoi, 0x147b2: ld	ra,8(sp)
atoi, 0x147b4: sext.w	a0,a0
atoi, 0x147b6: addi	sp,sp,16
atoi, 0x147b8: ret
main, 0x10abe: mv	a5,a0
main, 0x10ac0: mv	a3,a5
main, 0x10ac2: ld	a4,-112(s0)
main, 0x10ac6: slli	a5,s1,0x2
main, 0x10aca: add	a5,a5,a4
main, 0x10acc: sw	a3,0(a5)
main, 0x10ace: lui	a5,0x52
main, 0x10ad2: addi	a1,a5,640
main, 0x10ad6: li	a0,0
[CALL] main -> <strtok>
main, 0x10ad8: jal	ra,0x2533e <strtok>
strtok, 0x2533e: auipc	a2,0x58
strtok, 0x25342: addi	a2,a2,-142
strtok, 0x25346: j	0x25348 <strtok_r>
strtok_r, 0x25348: addi	sp,sp,-48
strtok_r, 0x2534a: sd	s0,32(sp)
strtok_r, 0x2534c: sd	s2,16(sp)
strtok_r, 0x2534e: sd	s3,8(sp)
strtok_r, 0x25350: sd	ra,40(sp)
strtok_r, 0x25352: sd	s1,24(sp)
strtok_r, 0x25354: mv	s2,a1
strtok_r, 0x25356: mv	s3,a2
strtok_r, 0x25358: mv	s0,a0
strtok_r, 0x2535a: beqz	a0,0x253a6 <strtok_r+94>
strtok_r, 0x253a6: ld	s0,0(a2)
strtok_r, 0x253a8: j	0x2535c <strtok_r+20>
strtok_r, 0x2535c: lbu	a5,0(s0)
strtok_r, 0x25360: beqz	a5,0x253a2 <strtok_r+90>
strtok_r, 0x253a2: li	s1,0
strtok_r, 0x253a4: j	0x2538c <strtok_r+68>
strtok_r, 0x2538c: sd	s0,0(s3)
strtok_r, 0x25390: ld	ra,40(sp)
strtok_r, 0x25392: ld	s0,32(sp)
strtok_r, 0x25394: ld	s2,16(sp)
strtok_r, 0x25396: ld	s3,8(sp)
strtok_r, 0x25398: mv	a0,s1
strtok_r, 0x2539a: ld	s1,24(sp)
strtok_r, 0x2539c: addi	sp,sp,48
strtok_r, 0x2539e: ret
main, 0x10adc: sd	a0,-136(s0)
main, 0x10ae0: ld	a5,-136(s0)
main, 0x10ae4: beqz	a5,0x10af8 <main+470>
main, 0x10af8: lui	a5,0x52
main, 0x10afc: addi	a0,a5,648
[CALL] main -> <puts>
main, 0x10b00: jal	ra,0x1a3fe <puts>
puts, 0x1a3fe: addi	sp,sp,-48
puts, 0x1a400: sd	s3,8(sp)
puts, 0x1a402: auipc	s3,0x5e
puts, 0x1a406: ld	s3,-1106(s3)
puts, 0x1a40a: sd	s0,32(sp)
puts, 0x1a40c: sd	s1,24(sp)
puts, 0x1a40e: sd	s2,16(sp)
puts, 0x1a410: sd	ra,40(sp)
puts, 0x1a412: sd	s4,0(sp)
puts, 0x1a414: mv	s2,a0
[CALL] puts -> <strlen>
puts, 0x1a416: jal	ra,0x24b60 <strlen>
strlen, 0x24b60: andi	a5,a0,7
strlen, 0x24b64: beqz	a5,0x24b7e <strlen+30>
strlen, 0x24b7e: mv	a5,a0
strlen, 0x24b80: auipc	a6,0x31
strlen, 0x24b84: ld	a6,608(a6)
strlen, 0x24b88: auipc	a1,0x31
strlen, 0x24b8c: ld	a1,608(a1)
strlen, 0x24b90: ld	a3,0(a5)
strlen, 0x24b92: mv	a2,a5
strlen, 0x24b94: addi	a5,a5,8
strlen, 0x24b96: add	a4,a3,a6
strlen, 0x24b9a: not	a3,a3
strlen, 0x24b9e: and	a4,a4,a3
strlen, 0x24ba0: and	a4,a4,a1
strlen, 0x24ba2: beqz	a4,0x24b90 <strlen+48>
strlen, 0x24b90: ld	a3,0(a5)
strlen, 0x24b92: mv	a2,a5
strlen, 0x24b94: addi	a5,a5,8
strlen, 0x24b96: add	a4,a3,a6
strlen, 0x24b9a: not	a3,a3
strlen, 0x24b9e: and	a4,a4,a3
strlen, 0x24ba0: and	a4,a4,a1
strlen, 0x24ba2: beqz	a4,0x24b90 <strlen+48>
strlen, 0x24b90: ld	a3,0(a5)
strlen, 0x24b92: mv	a2,a5
strlen, 0x24b94: addi	a5,a5,8
strlen, 0x24b96: add	a4,a3,a6
strlen, 0x24b9a: not	a3,a3
strlen, 0x24b9e: and	a4,a4,a3
strlen, 0x24ba0: and	a4,a4,a1
strlen, 0x24ba2: beqz	a4,0x24b90 <strlen+48>
strlen, 0x24b90: ld	a3,0(a5)
strlen, 0x24b92: mv	a2,a5
strlen, 0x24b94: addi	a5,a5,8
strlen, 0x24b96: add	a4,a3,a6
strlen, 0x24b9a: not	a3,a3
strlen, 0x24b9e: and	a4,a4,a3
strlen, 0x24ba0: and	a4,a4,a1
strlen, 0x24ba2: beqz	a4,0x24b90 <strlen+48>
strlen, 0x24b90: ld	a3,0(a5)
strlen, 0x24b92: mv	a2,a5
strlen, 0x24b94: addi	a5,a5,8
strlen, 0x24b96: add	a4,a3,a6
strlen, 0x24b9a: not	a3,a3
strlen, 0x24b9e: and	a4,a4,a3
strlen, 0x24ba0: and	a4,a4,a1
strlen, 0x24ba2: beqz	a4,0x24b90 <strlen+48>
strlen, 0x24ba4: lbu	a4,-8(a5)
strlen, 0x24ba8: beqz	a4,0x24bdc <strlen+124>
strlen, 0x24baa: lbu	a4,-7(a5)
strlen, 0x24bae: beqz	a4,0x24be2 <strlen+130>
strlen, 0x24bb0: lbu	a4,-6(a5)
strlen, 0x24bb4: beqz	a4,0x24bea <strlen+138>
strlen, 0x24bb6: lbu	a4,-5(a5)
strlen, 0x24bba: beqz	a4,0x24bf2 <strlen+146>
strlen, 0x24bbc: lbu	a4,-4(a5)
strlen, 0x24bc0: beqz	a4,0x24bfa <strlen+154>
strlen, 0x24bc2: lbu	a4,-3(a5)
strlen, 0x24bc6: beqz	a4,0x24c02 <strlen+162>
strlen, 0x24bc8: lbu	a4,-2(a5)
strlen, 0x24bcc: beqz	a4,0x24c0a <strlen+170>
strlen, 0x24c0a: sub	a2,a2,a0
strlen, 0x24c0c: addi	a0,a2,6
strlen, 0x24c10: ret
puts, 0x1a41a: ld	s1,0(s3)
puts, 0x1a41e: mv	s0,a0
puts, 0x1a420: lw	a5,0(s1)
puts, 0x1a422: srli	a5,a5,0xf
puts, 0x1a424: andi	a5,a5,1
puts, 0x1a426: bnez	a5,0x1a466 <puts+104>
puts, 0x1a428: ld	a5,136(s1)
puts, 0x1a42a: addi	s4,tp,-2016 # 0xfffffffffffff820
puts, 0x1a42e: ld	a4,8(a5)
puts, 0x1a430: beq	a4,s4,0x1a50e <puts+272>
puts, 0x1a434: li	a3,1
puts, 0x1a436: lr.w	a4,(a5)
puts, 0x1a442: sext.w	a4,a4
puts, 0x1a444: bnez	a4,0x1a52c <puts+302>
puts, 0x1a446: ld	a5,136(s1)
puts, 0x1a448: ld	a0,0(s3)
puts, 0x1a44c: sd	s4,8(a5)
puts, 0x1a450: lw	a4,4(a5)
puts, 0x1a452: addiw	a4,a4,1
puts, 0x1a454: sw	a4,4(a5)
puts, 0x1a456: lw	a5,192(a0)
puts, 0x1a45a: beqz	a5,0x1a46e <puts+112>
puts, 0x1a46e: li	a5,-1
puts, 0x1a470: sw	a5,192(a0)
puts, 0x1a474: ld	s4,216(a0)
puts, 0x1a478: auipc	a5,0x5e
puts, 0x1a47c: ld	a5,-672(a5)
puts, 0x1a480: auipc	a4,0x5e
puts, 0x1a484: ld	a4,-984(a4)
puts, 0x1a488: sub	a4,a4,a5
puts, 0x1a48a: sub	a5,s4,a5
puts, 0x1a48e: bgeu	a5,a4,0x1a512 <puts+276>
puts, 0x1a492: ld	a5,56(s4)
puts, 0x1a496: mv	a2,s0
puts, 0x1a498: mv	a1,s2
[CALL] puts -> a5
puts, 0x1a49a: jalr	a5
_IO_new_file_xsputn, 0x1cc0c: addi	sp,sp,-64
_IO_new_file_xsputn, 0x1cc0e: sd	s3,24(sp)
_IO_new_file_xsputn, 0x1cc10: sd	ra,56(sp)
_IO_new_file_xsputn, 0x1cc12: sd	s0,48(sp)
_IO_new_file_xsputn, 0x1cc14: sd	s1,40(sp)
_IO_new_file_xsputn, 0x1cc16: sd	s2,32(sp)
_IO_new_file_xsputn, 0x1cc18: sd	s4,16(sp)
_IO_new_file_xsputn, 0x1cc1a: sd	s5,8(sp)
_IO_new_file_xsputn, 0x1cc1c: li	s3,0
_IO_new_file_xsputn, 0x1cc1e: beqz	a2,0x1cc64 <_IO_new_file_xsputn+88>
_IO_new_file_xsputn, 0x1cc20: ld	a4,0(a0)
_IO_new_file_xsputn, 0x1cc22: lui	a5,0x1
_IO_new_file_xsputn, 0x1cc24: addi	a5,a5,-1536
_IO_new_file_xsputn, 0x1cc28: and	a4,a4,a5
_IO_new_file_xsputn, 0x1cc2a: mv	s0,a0
_IO_new_file_xsputn, 0x1cc2c: mv	s4,a2
_IO_new_file_xsputn, 0x1cc2e: ld	a0,40(a0)
_IO_new_file_xsputn, 0x1cc30: mv	s1,a1
_IO_new_file_xsputn, 0x1cc32: beq	a4,a5,0x1cc78 <_IO_new_file_xsputn+108>
_IO_new_file_xsputn, 0x1cc36: ld	a4,48(s0)
_IO_new_file_xsputn, 0x1cc38: bgeu	a0,a4,0x1cca2 <_IO_new_file_xsputn+150>
_IO_new_file_xsputn, 0x1cca2: mv	s2,s4
_IO_new_file_xsputn, 0x1cca4: ld	s3,216(s0)
_IO_new_file_xsputn, 0x1cca8: auipc	a5,0x5b
_IO_new_file_xsputn, 0x1ccac: ld	a5,1328(a5)
_IO_new_file_xsputn, 0x1ccb0: auipc	a4,0x5b
_IO_new_file_xsputn, 0x1ccb4: ld	a4,1016(a4)
_IO_new_file_xsputn, 0x1ccb8: sub	a4,a4,a5
_IO_new_file_xsputn, 0x1ccba: sub	a5,s3,a5
_IO_new_file_xsputn, 0x1ccbe: bgeu	a5,a4,0x1cd32 <_IO_new_file_xsputn+294>
_IO_new_file_xsputn, 0x1ccc2: ld	a5,24(s3)
_IO_new_file_xsputn, 0x1ccc6: li	a1,-1
_IO_new_file_xsputn, 0x1ccc8: mv	a0,s0
[CALL] _IO_new_file_xsputn -> a5
_IO_new_file_xsputn, 0x1ccca: jalr	a5
_IO_new_file_overflow, 0x1d482: lw	a5,0(a0)
_IO_new_file_overflow, 0x1d484: addi	sp,sp,-32
_IO_new_file_overflow, 0x1d486: sd	s0,16(sp)
_IO_new_file_overflow, 0x1d488: sd	ra,24(sp)
_IO_new_file_overflow, 0x1d48a: sd	s1,8(sp)
_IO_new_file_overflow, 0x1d48c: sd	s2,0(sp)
_IO_new_file_overflow, 0x1d48e: andi	a4,a5,8
_IO_new_file_overflow, 0x1d492: mv	s0,a0
_IO_new_file_overflow, 0x1d494: bnez	a4,0x1d5bc <_IO_new_file_overflow+314>
_IO_new_file_overflow, 0x1d498: srli	a4,a5,0xb
_IO_new_file_overflow, 0x1d49c: andi	a4,a4,1
_IO_new_file_overflow, 0x1d49e: ld	a3,32(a0)
_IO_new_file_overflow, 0x1d4a0: mv	s1,a1
_IO_new_file_overflow, 0x1d4a2: beqz	a4,0x1d4e2 <_IO_new_file_overflow+96>
_IO_new_file_overflow, 0x1d4e2: beqz	a3,0x1d580 <_IO_new_file_overflow+254>
_IO_new_file_overflow, 0x1d580: mv	a0,s0
[CALL] _IO_new_file_overflow -> <_IO_doallocbuf>
_IO_new_file_overflow, 0x1d582: jal	ra,0x1ded4 <_IO_doallocbuf>
_IO_new_file_overflow, 0x1d586: ld	a2,56(s0)
_IO_new_file_overflow, 0x1d588: lw	a5,0(s0)
_IO_new_file_overflow, 0x1d58a: sd	a2,24(s0)
_IO_new_file_overflow, 0x1d58c: sd	a2,8(s0)
_IO_new_file_overflow, 0x1d58e: sd	a2,16(s0)
_IO_new_file_overflow, 0x1d590: j	0x1d4e6 <_IO_new_file_overflow+100>
_IO_new_file_overflow, 0x1d4e6: andi	a4,a5,256
_IO_new_file_overflow, 0x1d4ea: bnez	a4,0x1d592 <_IO_new_file_overflow+272>
_IO_new_file_overflow, 0x1d4ec: ld	a1,64(s0)
_IO_new_file_overflow, 0x1d4ee: beq	a1,a2,0x1d566 <_IO_new_file_overflow+228>
_IO_new_file_overflow, 0x1d4f2: ld	a3,16(s0)
_IO_new_file_overflow, 0x1d4f4: lui	a4,0x1
_IO_new_file_overflow, 0x1d4f6: addi	a4,a4,-2048
_IO_new_file_overflow, 0x1d4fa: lw	a0,192(s0)
_IO_new_file_overflow, 0x1d4fe: or	a4,a4,a5
_IO_new_file_overflow, 0x1d500: sd	a2,40(s0)
_IO_new_file_overflow, 0x1d502: sd	a2,32(s0)
_IO_new_file_overflow, 0x1d504: sd	a1,48(s0)
_IO_new_file_overflow, 0x1d506: sd	a3,8(s0)
_IO_new_file_overflow, 0x1d508: sd	a3,24(s0)
_IO_new_file_overflow, 0x1d50a: sw	a4,0(s0)
_IO_new_file_overflow, 0x1d50c: bgtz	a0,0x1d4a8 <_IO_new_file_overflow+38>
_IO_new_file_overflow, 0x1d510: andi	a5,a5,514
_IO_new_file_overflow, 0x1d514: beqz	a5,0x1d4a8 <_IO_new_file_overflow+38>
_IO_new_file_overflow, 0x1d4a8: li	s2,-1
_IO_new_file_overflow, 0x1d4aa: beq	s1,s2,0x1d51e <_IO_new_file_overflow+156>
_IO_new_file_overflow, 0x1d51e: ld	a1,32(s0)
_IO_new_file_overflow, 0x1d520: mv	a0,s0
_IO_new_file_overflow, 0x1d522: ld	s0,16(sp)
_IO_new_file_overflow, 0x1d524: ld	ra,24(sp)
_IO_new_file_overflow, 0x1d526: ld	s1,8(sp)
_IO_new_file_overflow, 0x1d528: ld	s2,0(sp)
_IO_new_file_overflow, 0x1d52a: sub	a2,a2,a1
_IO_new_file_overflow, 0x1d52c: addi	sp,sp,32
_IO_new_file_overflow, 0x1d52e: j	0x1cf56 <_IO_new_do_write>
_IO_new_do_write, 0x1cf56: bnez	a2,0x1cf5c <_IO_new_do_write+6>
_IO_new_do_write, 0x1cf58: li	a0,0
_IO_new_do_write, 0x1cf5a: ret
_IO_new_file_xsputn, 0x1cccc: li	a5,-1
_IO_new_file_xsputn, 0x1ccce: beq	a0,a5,0x1cd22 <_IO_new_file_xsputn+278>
_IO_new_file_xsputn, 0x1ccd2: ld	a5,64(s0)
_IO_new_file_xsputn, 0x1ccd4: ld	a3,56(s0)
_IO_new_file_xsputn, 0x1ccd6: li	a4,127
_IO_new_file_xsputn, 0x1ccda: mv	s5,s2
_IO_new_file_xsputn, 0x1ccdc: sub	a5,a5,a3
_IO_new_file_xsputn, 0x1ccde: bgeu	a4,a5,0x1ccea <_IO_new_file_xsputn+222>
_IO_new_file_xsputn, 0x1cce2: remu	a5,s2,a5
_IO_new_file_xsputn, 0x1cce6: sub	s5,s2,a5
_IO_new_file_xsputn, 0x1ccea: bnez	s5,0x1cd0a <_IO_new_file_xsputn+254>
_IO_new_file_xsputn, 0x1ccee: mv	s3,s4
_IO_new_file_xsputn, 0x1ccf0: beqz	s2,0x1cc64 <_IO_new_file_xsputn+88>
_IO_new_file_xsputn, 0x1ccf4: mv	a2,s2
_IO_new_file_xsputn, 0x1ccf6: add	a1,s1,s5
_IO_new_file_xsputn, 0x1ccfa: mv	a0,s0
[CALL] _IO_new_file_xsputn -> <_IO_default_xsputn>
_IO_new_file_xsputn, 0x1ccfc: jal	ra,0x1dfb4 <_IO_default_xsputn>
_IO_new_file_xsputn, 0x1cd00: sub	a0,a0,s2
_IO_new_file_xsputn, 0x1cd04: add	s3,a0,s4
_IO_new_file_xsputn, 0x1cd08: j	0x1cc64 <_IO_new_file_xsputn+88>
_IO_new_file_xsputn, 0x1cc64: ld	ra,56(sp)
_IO_new_file_xsputn, 0x1cc66: ld	s0,48(sp)
_IO_new_file_xsputn, 0x1cc68: ld	s1,40(sp)
_IO_new_file_xsputn, 0x1cc6a: ld	s2,32(sp)
_IO_new_file_xsputn, 0x1cc6c: ld	s4,16(sp)
_IO_new_file_xsputn, 0x1cc6e: ld	s5,8(sp)
_IO_new_file_xsputn, 0x1cc70: mv	a0,s3
_IO_new_file_xsputn, 0x1cc72: ld	s3,24(sp)
_IO_new_file_xsputn, 0x1cc74: addi	sp,sp,64
_IO_new_file_xsputn, 0x1cc76: ret
puts, 0x1a49c: bne	s0,a0,0x1a462 <puts+100>
puts, 0x1a4a0: ld	a0,0(s3)
puts, 0x1a4a4: ld	a5,40(a0)
puts, 0x1a4a6: ld	a4,48(a0)
puts, 0x1a4a8: bgeu	a5,a4,0x1a51c <puts+286>
puts, 0x1a4ac: addi	a4,a5,1
puts, 0x1a4b0: sd	a4,40(a0)
puts, 0x1a4b2: li	a4,10
puts, 0x1a4b4: sb	a4,0(a5)
puts, 0x1a4b8: lui	a5,0x80000
puts, 0x1a4bc: addi	s0,s0,1
puts, 0x1a4be: not	a5,a5
puts, 0x1a4c2: bltu	a5,s0,0x1a4f0 <puts+242>
puts, 0x1a4c6: sext.w	s0,s0
puts, 0x1a4c8: lw	a5,0(s1)
puts, 0x1a4ca: srli	a5,a5,0xf
puts, 0x1a4cc: andi	a5,a5,1
puts, 0x1a4ce: bnez	a5,0x1a4de <puts+224>
puts, 0x1a4d0: ld	a0,136(s1)
puts, 0x1a4d2: lw	a5,4(a0)
puts, 0x1a4d4: addiw	a4,a5,-1
puts, 0x1a4d8: sw	a4,4(a0)
puts, 0x1a4da: mv	a5,a4
puts, 0x1a4dc: beqz	a4,0x1a4f4 <puts+246>
puts, 0x1a4f4: sd	zero,8(a0)
puts, 0x1a4f8: fence	iorw,ow
puts, 0x1a4fc: amoswap.w	a5,a5,(a0)
puts, 0x1a500: sext.w	a5,a5
puts, 0x1a502: li	a4,1
puts, 0x1a504: bge	a4,a5,0x1a4de <puts+224>
puts, 0x1a4de: ld	ra,40(sp)
puts, 0x1a4e0: mv	a0,s0
puts, 0x1a4e2: ld	s0,32(sp)
puts, 0x1a4e4: ld	s1,24(sp)
puts, 0x1a4e6: ld	s2,16(sp)
puts, 0x1a4e8: ld	s3,8(sp)
puts, 0x1a4ea: ld	s4,0(sp)
puts, 0x1a4ec: addi	sp,sp,48
puts, 0x1a4ee: ret
main, 0x10b04: ld	a5,-176(s0)
main, 0x10b08: addi	a5,a5,16
main, 0x10b0a: ld	a5,0(a5)
main, 0x10b0c: li	a2,10
main, 0x10b0e: li	a1,0
main, 0x10b10: mv	a0,a5
[CALL] main -> <strtouq>
main, 0x10b12: jal	ra,0x15076 <strtouq>
strtouq, 0x15076: auipc	a5,0x63
strtouq, 0x1507a: ld	a5,610(a5)
strtouq, 0x1507e: li	a3,0
strtouq, 0x15080: add	a5,a5,tp
strtouq, 0x15082: ld	a4,0(a5)
strtouq, 0x15084: j	0x153e8 <____strtoull_l_internal>
____strtoull_l_internal, 0x153e8: addi	sp,sp,-80
____strtoull_l_internal, 0x153ea: sd	s3,40(sp)
____strtoull_l_internal, 0x153ec: sd	s4,32(sp)
____strtoull_l_internal, 0x153ee: sd	s5,24(sp)
____strtoull_l_internal, 0x153f0: sd	s7,8(sp)
____strtoull_l_internal, 0x153f2: sd	ra,72(sp)
____strtoull_l_internal, 0x153f4: sd	s0,64(sp)
____strtoull_l_internal, 0x153f6: sd	s1,56(sp)
____strtoull_l_internal, 0x153f8: sd	s2,48(sp)
____strtoull_l_internal, 0x153fa: sd	s6,16(sp)
____strtoull_l_internal, 0x153fc: ld	a5,8(a4)
____strtoull_l_internal, 0x153fe: mv	s4,a0
____strtoull_l_internal, 0x15400: mv	s5,a1
____strtoull_l_internal, 0x15402: li	s7,0
